index,split,unknown_class,cifar10_predicted_class,score,threshold,margin,failure_category,explanation
453,near,leopard,frog,-8.3881,-5.2929,3.0951,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
499,near,leopard,frog,-8.366,-5.2929,3.073,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
411,near,camel,dog,-8.33,-5.2929,3.0371,Surprising Failure,"Class 'camel' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
269,near,fox,deer,-8.3001,-5.2929,3.0071,Surprising Failure,"Class 'fox' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
66,near,wolf,dog,-8.295,-5.2929,3.0021,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'dog', causing the closed-set classifier to absorb the unknown with high logit response."
357,near,fox,cat,-8.2914,-5.2929,2.9985,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
761,near,pickup_truck,automobile,-8.2898,-5.2929,2.9969,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
444,near,tractor,truck,-8.2751,-5.2929,2.9821,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
629,near,pickup_truck,automobile,-8.2678,-5.2929,2.9748,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
601,near,fox,cat,-8.2662,-5.2929,2.9733,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
329,near,tractor,truck,-8.2347,-5.2929,2.9418,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
48,near,wolf,cat,-8.224,-5.2929,2.931,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
541,near,wolf,dog,-8.22,-5.2929,2.9271,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'dog', causing the closed-set classifier to absorb the unknown with high logit response."
218,near,pickup_truck,automobile,-8.2148,-5.2929,2.9219,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
593,near,wolf,horse,-8.2148,-5.2929,2.9219,Surprising Failure,"Class 'wolf' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
531,near,tractor,truck,-8.2072,-5.2929,2.9143,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
31,near,pickup_truck,automobile,-8.1948,-5.2929,2.9019,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
189,near,pickup_truck,automobile,-8.1925,-5.2929,2.8996,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
654,near,pickup_truck,automobile,-8.1797,-5.2929,2.8867,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
86,near,bus,horse,-8.1724,-5.2929,2.8794,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
455,near,fox,bird,-8.1718,-5.2929,2.8789,Surprising Failure,"Class 'fox' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
285,near,wolf,cat,-8.1669,-5.2929,2.874,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
222,near,wolf,cat,-8.1667,-5.2929,2.8737,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
39,near,leopard,cat,-8.1327,-5.2929,2.8397,Semantically Plausible,"Class 'leopard' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
265,near,fox,deer,-8.1304,-5.2929,2.8374,Surprising Failure,"Class 'fox' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
399,near,motorcycle,truck,-8.1274,-5.2929,2.8345,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
18,near,tractor,truck,-8.1089,-5.2929,2.8159,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
644,near,fox,deer,-8.1045,-5.2929,2.8116,Surprising Failure,"Class 'fox' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
362,near,pickup_truck,automobile,-8.0968,-5.2929,2.8039,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
648,near,fox,cat,-8.0926,-5.2929,2.7996,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
64,near,pickup_truck,truck,-8.0871,-5.2929,2.7941,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
380,near,tractor,truck,-8.0732,-5.2929,2.7802,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
225,near,tractor,truck,-8.0577,-5.2929,2.7648,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
237,near,tractor,truck,-8.0485,-5.2929,2.7556,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
459,near,pickup_truck,automobile,-8.0261,-5.2929,2.7331,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
155,near,tractor,truck,-8.005,-5.2929,2.712,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
504,near,camel,bird,-7.9641,-5.2929,2.6712,Surprising Failure,"Class 'camel' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
252,near,bus,horse,-7.9573,-5.2929,2.6644,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
377,near,pickup_truck,automobile,-7.955,-5.2929,2.6621,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
490,near,fox,deer,-7.9526,-5.2929,2.6597,Surprising Failure,"Class 'fox' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
386,near,fox,cat,-7.9363,-5.2929,2.6434,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
461,near,wolf,cat,-7.9315,-5.2929,2.6385,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
522,near,bus,deer,-7.9232,-5.2929,2.6302,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
767,near,wolf,cat,-7.9177,-5.2929,2.6247,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
352,near,tractor,truck,-7.8867,-5.2929,2.5938,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
440,near,camel,bird,-7.8824,-5.2929,2.5895,Surprising Failure,"Class 'camel' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
114,near,camel,dog,-7.8658,-5.2929,2.5728,Surprising Failure,"Class 'camel' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
409,near,camel,dog,-7.8584,-5.2929,2.5655,Surprising Failure,"Class 'camel' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
598,near,pickup_truck,automobile,-7.8034,-5.2929,2.5105,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
80,near,fox,cat,-7.7959,-5.2929,2.5029,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
661,near,leopard,cat,-7.7948,-5.2929,2.5019,Semantically Plausible,"Class 'leopard' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
